our_number,child_key_stage2,test_date,result_norm,quality_score,risk_level,risk_score_ml,risk_bucket_ml,ogrn_naprav,name_naprav,ogrn_area,name_area
25-11-70089-000072-1,DOC|0545648,2025-11-26,недостаточный,0,low,0.9999992710199935,high,1222900007483,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД АРХАНГЕЛЬСК"" ""СРЕДНЯЯ ШКОЛА № 7 ИМЕНИ ВЛАДИМИРА НИКОЛАЕВИЧА БУЛАТОВА""",1022900530619,"муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 28 имени Жореса Иванович Алфёрова"""
26-11-74682-000007-1,DOC|N16691028,2026-01-15,недостаточный,2,medium,0.9999990305047342,high,1023600937029,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский лицей""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр"""
25-11-70089-000067-3,DOC|0545649,2025-11-26,недостаточный,0,low,0.9999989517436149,high,1222900007483,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД АРХАНГЕЛЬСК"" ""СРЕДНЯЯ ШКОЛА № 7 ИМЕНИ ВЛАДИМИРА НИКОЛАЕВИЧА БУЛАТОВА""",1022900530619,"муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 28 имени Жореса Иванович Алфёрова"""
26-11-40849-000012-2,DOC|405464027,2026-01-15,недостаточный,2,medium,0.99999889007263,high,1036888177732,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 24""",1036888179393,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 22 имени Героя Российской Федерации Д.Е. Иванова"""
26-11-40686-000005-4,DOC|0584948,2026-02-27,недостаточный,0,low,0.999998606740175,high,1034316537177,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ № 32"" ГОРОДА КИРОВА",1114345025024,"Кировское областное государственное общеобразовательное бюджетное учреждение ""Центр дистанционного образования детей"""
25-11-70089-000069-9,DOC|0594911,2025-11-28,недостаточный,0,low,0.9999985333334251,high,1222900007483,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД АРХАНГЕЛЬСК"" ""СРЕДНЯЯ ШКОЛА № 7 ИМЕНИ ВЛАДИМИРА НИКОЛАЕВИЧА БУЛАТОВА""",1022900530619,"муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 28 имени Жореса Иванович Алфёрова"""
25-11-70089-000068-5,DOC|0682362,2025-11-28,недостаточный,0,low,0.9999985333334251,high,1222900007483,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД АРХАНГЕЛЬСК"" ""СРЕДНЯЯ ШКОЛА № 7 ИМЕНИ ВЛАДИМИРА НИКОЛАЕВИЧА БУЛАТОВА""",1022900530619,"муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 28 имени Жореса Иванович Алфёрова"""
26-11-74682-000004-7,DOC|N15667234,2026-01-15,недостаточный,2,medium,0.9999983196698166,high,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр"""
25-11-70112-000045-1,DOC|1236505,2025-10-28,недостаточный,2,medium,0.999997997290779,high,1024001186550,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 45 имени Маршала Советского Союза Г.К. Жукова» города Калуги",1024001186550,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 45 имени Маршала Советского Союза Г.К. Жукова» города Калуги"
25-11-10859-000063-5,DOC|0466996,2025-12-23,недостаточный,2,medium,0.9999978941386005,high,1037101133332,муниципальное бюджетное общеобразовательное учреждение Центр образования № 37 имени В.П. Храмченко,1027100971479,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 19»
25-11-40686-000017-7,DOC|0584949,2025-11-28,достаточный,0,low,0.9999969525923816,high,1034316537177,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ № 32"" ГОРОДА КИРОВА",1114345025024,"Кировское областное государственное общеобразовательное бюджетное учреждение ""Центр дистанционного образования детей"""
25-11-50285-000087-8,DOC|3507563,2025-11-19,достаточный,2,medium,0.9999966319327837,high,1027100684720,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 25 с углубленным изучением отдельных предметов»,1027100687085,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 21"""
25-11-10699-000080-9,DOC|405493281,2025-11-21,недостаточный,1,medium,0.9999952490633737,high,1024702182735,"Муниципальное общеобразовательное учреждение ""Аннинская общеобразовательная школа""",1214700021194,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИНЖЕНЕРНО-ТЕХНОЛОГИЧЕСКАЯ ШКОЛА"""
25-11-30830-000360-0,DOC|7179558,2025-10-22,достаточный,2,medium,0.999994876740971,high,1057747815927,Государственное бюджетное общеобразовательное учреждение города Москвы «Шуваловская школа № 1448»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»
26-11-20759-000001-3,DOC|0793639,2026-02-27,достаточный,2,medium,0.9999923212262899,high,1116372001680,государственное бюджетное общеобразовательное учреждение Самарской области средняя общеобразовательная школа №2 Образовательный центр с. Кинель-Черкассы муниципального района Кинель-Черкасский Самарской области,1116372001680,государственное бюджетное общеобразовательное учреждение Самарской области средняя общеобразовательная школа №2 Образовательный центр с. Кинель-Черкассы муниципального района Кинель-Черкасский Самарской области
25-11-50285-000085-5,DOC|010212363,2025-11-19,достаточный,2,medium,0.9999920069460756,high,1027100688185,муниципальное бюджетное общеобразовательное учреждение Центр образования №3,1027100687085,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 21"""
25-11-20566-000007-2,DOC|2199691,2025-10-30,достаточный,3,high,0.9999918507041212,high,1021300887585,"Муниципальное бюджетное общеобразовательное учреждение ""Троицкая средняя общеобразовательная школа имени Героя Советского Союза А.Г.Котова""",1021300658378,"Муниципальное бюджетное общеобразовательное учреждение ""Торбеевская средняя общеобразовательная школа № 3"""
26-11-70127-000021-3,DOC|406066823,2026-01-27,достаточный,1,medium,0.9999901024938425,high,1025400522036,"муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 71""",1035401904383,"муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 167"""
25-11-20804-000032-1,DOC|16978187,2026-01-17,достаточный,1,medium,0.9999897903981523,high,1026601507261,"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 10 с углубленным изучением отдельных предметов""",1036601470025,Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа № 9
25-11-70112-000053-5,DOC|N,2025-10-28,достаточный,0,low,0.9999879776314962,high,1024000850730,"Муниципальное общеобразовательное учреждение ""Ферзиковская средняя общеобразовательная школа"" муниципального района ""Ферзиковский район"" Калужской области",1024001186550,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 45 имени Маршала Советского Союза Г.К. Жукова» города Калуги"
26-11-60274-000003-4,DOC|815448,2026-03-16,достаточный,1,medium,0.999986988823561,high,1027101394605,Муниципальное казенное  общеобразовательное учреждение  «Средняя общеобразовательная школа № 7» имени Николая Викторовича Кордюкова,1027101394682,Муниципальное казенное общеобразовательное учреждение - гимназия №6
25-11-30830-000806-3,DOC|1119000183,2025-12-24,недостаточный,2,medium,0.9999865388493059,high,1037739439319,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1231 ИМЕНИ В.Д. ПОЛЕНОВА""",1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»
25-11-30830-000807-4,DOC|1119000184,2025-12-24,недостаточный,2,medium,0.9999865388493059,high,1037739439319,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1231 ИМЕНИ В.Д. ПОЛЕНОВА""",1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»
25-11-30830-000382-5,DOC|8954785,2025-10-22,недостаточный,2,medium,0.9999844187711142,high,5147746363750,Государственное бюджетное общеобразовательное учреждение города Москвы Школа № 1498 Московская Международная Школа,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»
25-11-30830-000768-2,DOC|N0747234,2025-11-12,достаточный,2,medium,0.9999795148852897,high,1127747118003,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 627 имени генерала Д.Д. Лелюшенко»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»
26-11-40875-000004-2,DOC|404378178,2026-01-26,недостаточный,2,medium,0.999979190656249,high,1027600626790,муниципальное общеобразовательное учреждение «Средняя школа № 67»,1027600692998,государственное общеобразовательное учреждение Ярославской областиСредняя школа Провинциальный колледж
25-11-60296-000072-6,DOC|737473,2025-10-21,достаточный,1,medium,0.9999785019113648,high,1037851014233,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 243 АДМИРАЛТЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,1027810347773,Государственное бюджетное общеобразовательное учреждение Гимназия № 272 Адмиралтейского района Санкт-Петербурга
25-11-40874-000070-7,DOC|1307272,2025-11-13,достаточный,2,medium,0.9999780890119596,high,1027402914538,"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 56 г. Челябинска имени Н.В.Ковшовой""",1027402544839,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 115 г. Челябинска"""
26-11-70138-000001-7,DOC|3068269,2026-03-11,достаточный,2,medium,0.9999775594640705,high,1026000972690,"Муниципальное бюджетное общеобразовательное учреждение ""Центр образования ""Псковский педагогический комплекс""",1026000968751,"Муниципальное автономное общеобразовательное учреждение ""Лицей экономики и основ предпринимательства №10"""
25-11-70089-000039-1,DOC|0682253,2025-08-28,недостаточный,0,low,0.9999724675698749,high,1222900007483,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД АРХАНГЕЛЬСК"" ""СРЕДНЯЯ ШКОЛА № 7 ИМЕНИ ВЛАДИМИРА НИКОЛАЕВИЧА БУЛАТОВА""",1022900530619,"муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 28 имени Жореса Иванович Алфёрова"""
25-11-10862-000039-5,DOC|405920646,2025-11-28,недостаточный,1,medium,0.9999681472045135,high,1027200837762,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 38 города Тюмени,1027200840842,МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №22 ГОРОДА ТЮМЕНИ
26-11-40630-000007-6,DOC|5466103,2026-02-16,недостаточный,2,medium,0.9999672259395239,high,1024101019601,"муниципальное бюджетное общеобразовательное учреждение ""Средняя школа № 12"" Петропавловск-Камчатского городского округа",1024101018688,"муниципальное бюджетное общеобразовательное учреждение ""Средняя школа № 34 с углубленным изучением отдельных предметов"" Петропавловск-Камчатского городского округа"
26-11-60295-000039-7,DOC|3901836,2026-02-04,достаточный,2,medium,0.9999626248816587,high,5077746818452,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2031»,1027739814178,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1290»
25-11-40849-000159-4,DOC|406037397,2025-12-16,недостаточный,2,medium,0.9999571156767529,high,1026801158603,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №9""",1036888179393,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 22 имени Героя Российской Федерации Д.Е. Иванова"""
25-11-50164-000027-3,DOC|286,2025-12-04,недостаточный,2,medium,0.9999560826227855,high,1036212000747,"Муниципальное бюджетное общеобразовательное учреждение ""Школа №19 (25) имени вице-адмирала В.М. Головнина""",1036212001308,"муниципальное бюджетное общеобразовательное учреждение ""Школа №24"" г. Рязани"
25-11-50285-000106-8,DOC|8764811,2025-12-23,достаточный,2,medium,0.9999553731264951,high,1157154029119,"муниципальное бюджетное общеобразовательное учреждение ""Центр образования № 18 имени Героя Советского Союза Евгения Федоровича Волкова""",1027100687085,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 21"""
25-11-70284-000700-1,DOC|010124260,2026-01-28,недостаточный,2,medium,0.9999503796797251,high,1127746727877,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 138»,1115074013130,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2083»
25-11-10862-000040-5,DOC|405920681,2025-11-28,недостаточный,1,medium,0.9999492372170878,high,1027200837762,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 38 города Тюмени,1027200840842,МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №22 ГОРОДА ТЮМЕНИ
25-11-40678-000006-5,DOC|0172951,2025-10-28,недостаточный,2,medium,0.9999482503428662,high,1024000692385,Муниципальное общеобразовательное учреждение Детчинская средняя общеобразовательная школа,1024000694035,"муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 4"", г. Малоярославец Малоярославецкого района Калужской области"
25-11-40849-000160-4,DOC|404832737,2025-12-16,недостаточный,2,medium,0.9999426827121592,high,1026801158603,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №9""",1036888179393,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 22 имени Героя Российской Федерации Д.Е. Иванова"""
26-11-40875-000002-7,DOC|404375361,2026-01-26,недостаточный,2,medium,0.9999395817026085,high,1027600626790,муниципальное общеобразовательное учреждение «Средняя школа № 67»,1027600692998,государственное общеобразовательное учреждение Ярославской областиСредняя школа Провинциальный колледж
25-11-70284-000292-4,DOC|010824879,2025-10-01,достаточный,1,medium,0.9999363850935876,high,1037739633634,Государственное бюджетное общеобразовательное учреждение города Москвы «Академическая школа № 1534»,1115074013130,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2083»
26-11-30659-000011-3,DOC|010147219,2026-02-17,достаточный,1,medium,0.9999348080957062,high,1185053022110,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА БАЛАШИХА ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 33""",1145012004191,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА БАЛАШИХА ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №15"""
26-11-40875-000003-4,DOC|404429992,2026-01-26,недостаточный,2,medium,0.9999348041163356,high,1027600626790,муниципальное общеобразовательное учреждение «Средняя школа № 67»,1027600692998,государственное общеобразовательное учреждение Ярославской областиСредняя школа Провинциальный колледж
25-11-40686-000016-6,DOC|0584948,2025-11-28,недостаточный,0,low,0.9999331306271546,high,1034316537177,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ № 32"" ГОРОДА КИРОВА",1114345025024,"Кировское областное государственное общеобразовательное бюджетное учреждение ""Центр дистанционного образования детей"""
25-11-50285-000105-9,DOC|2180767,2025-12-23,достаточный,1,medium,0.9999296637300865,high,1157154029119,"муниципальное бюджетное общеобразовательное учреждение ""Центр образования № 18 имени Героя Советского Союза Евгения Федоровича Волкова""",1027100687085,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 21"""
25-11-40849-000169-9,DOC|405462488,2025-12-16,недостаточный,2,medium,0.9999264087886073,high,1036888177732,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 24""",1036888179393,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 22 имени Героя Российской Федерации Д.Е. Иванова"""
25-11-70283-000458-2,DOC|010070650,2026-02-25,недостаточный,2,medium,0.9999157277997142,high,1037739302776,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1571»,1027739482022,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1557 имени Петра Леонидовича Капицы»
25-11-70283-000457-4,DOC|641180,2026-02-25,недостаточный,2,medium,0.9999157277997142,high,1037739302776,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1571»,1027739482022,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1557 имени Петра Леонидовича Капицы»
25-11-40849-000151-8,DOC|405992120,2025-12-16,достаточный,2,medium,0.999915346389388,high,1036894108657,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №11""",1036888179393,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 22 имени Героя Российской Федерации Д.Е. Иванова"""
25-11-10696-000055-6,DOC|N13195959,2025-10-07,достаточный,1,medium,0.9999106291915465,high,1174704011393,Муниципальное общеобразовательное бюджетное учреждение «Средняя общеобразовательная школа «Муринский центр образования № 2»,1154703002706,Муниципальное общеобразовательное бюджетное учреждение Средняя общеобразовательная школа Муринский центр образования № 1
25-11-20804-000027-5,DOC|3736721,2025-11-15,достаточный,1,medium,0.999896649741816,high,1126684005854,"Муниципальное автономное общеобразовательное учреждение ""Начальная школа - детский сад № 14""",1036601470025,Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа № 9
