our_number,child_key_stage2,test_date,days_since_prev_test_stage3,result_norm,class,variant,quality_score,risk_level,iforest_risk_score,iforest_risk_bucket,name_naprav,name_area,human_reason
25-11-30831-000361-2,DOC|010170968,2025-08-20,,достаточный,1,80112,0,low,0.0002582270673227,high,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1324»,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Марьина Роща имени В.Ф. Орлова»,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50096-000005-8,DOC|010171437,2025-05-01,,достаточный,1,50104,0,low,0.0011437699367196,high,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ЕРКОВЦЫ,"Муниципальное общеобразовательное бюджетное учреждение ""Средняя общеобразовательная школа № 1 с.Ивановка""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50096-000011-8,DOC|010287225,2025-12-24,91.0,недостаточный,1,120126,0,low,0.000112893809496,high,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ЕРКОВЦЫ,Муниципальное общеобразовательное бюджетное учреждение «Средняя общеобразовательная школа №1 с. Ивановка»,направившая и тестирующая организации различаются
26-11-60249-000006-2,DOC|010288186,2026-02-16,,достаточный,2,20211,0,low,0.0018709407644611,high,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа с.Кочетное Ровенского муниципального района Саратовской области""","муниципальное общеобразовательное учреждение ""Средняя общеобразовательная православная школа № 2 имени благоверного князя Димитрия Донского"" Энгельсского муниципального района Саратовской области","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50141-000004-0,DOC|010371557,2025-09-16,,достаточный,1,80111,0,low,0.0016003327647196,high,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 1 города Шатуры Городского округа Шатура""",МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 16,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20824-000024-8,DOC|010380030,2025-07-17,,недостаточный,1,60108,1,medium,0.0017875284546149,high,Муниципальное автономное общеобразовательное учреждение гимназия № 83 города Тюмени,муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 69 города Тюмени имени Героя Советского Союза Ивана Ивановича Федюнинского,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-40842-000006-1,DOC|011306463,2026-01-17,119.0,достаточный,1,УЧ 010130,1,medium,0.0001670427379348,high,Муниципальное автономное общеобразовательное учреждение - средняя общеобразовательная школа с углубленным изучением отдельных предметов № 148,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 71,направившая и тестирующая организации различаются
25-11-50096-000010-5,DOC|011337166,2025-12-03,98.0,недостаточный,1,727.120125,1,medium,0.0009811613914594,high,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ЕРКОВЦЫ,Муниципальное общеобразовательное бюджетное учреждение «Средняя общеобразовательная школа №1 с. Ивановка»,направившая и тестирующая организации различаются
26-11-50096-000003-9,DOC|011337166,2026-03-04,91.0,достаточный,1,30135,0,low,0.0010028427328319,high,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ЕРКОВЦЫ,Муниципальное общеобразовательное бюджетное учреждение «Средняя общеобразовательная школа №1 с. Ивановка»,направившая и тестирующая организации различаются
25-11-40842-000090-8,DOC|011362043,2025-12-20,,недостаточный,6,"УЧ 120609,ПЧ 120609",1,medium,0.0015615960846022,high,Муниципальное автономное общеобразовательное учреждение - средняя общеобразовательная школа №151 с углубленным изучением отдельных предметов,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 71,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70284-000545-0,DOC|011446144,2025-10-29,98.0,достаточный,1,110121,1,medium,0.0003298222166779,high,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1101»,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2083»,направившая и тестирующая организации различаются
25-11-10857-000027-5,DOC|011621092,2025-11-19,,достаточный,4,110408,0,low,0.0004621503982125,high,Муниципальное бюджетное общеобразовательное учреждение «Советская средняя школа № 2»,муниципальное бюджетное общеобразовательное учреждение «Гимназия №1 - Центр образования»,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10829-000054-3,DOC|012028850,2025-12-18,,недостаточный,5,120509,0,low,0.0001627038473568,high,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 8 имени генерал-лейтенанта В.Г. Асапова города Южно-Сахалинска,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 22 города Южно-Сахалинска,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70046-000008-6,DOC|0129720,2025-05-28,,достаточный,1,40102,0,low,0.0010344068419801,high,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №42 имени Героя России Д.Р.Гилемханова» Приволжского района г. Казани,Муниципальное бюджетное общеобразовательное учреждение «Многопрофильный лицей №133» Приволжского района г. Казани»,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20804-000023-4,DOC|01378024,2025-07-03,,недостаточный,3,100307,1,medium,5.526574091896386e-05,high,"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 10 с углубленным изучением отдельных предметов""",Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа № 9,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20804-000005-5,DOC|01378024,2025-10-18,107.0,недостаточный,3,100307,1,medium,0.0002200243673283,high,"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 10 с углубленным изучением отдельных предметов""",Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа № 9,направившая и тестирующая организации различаются
25-11-30608-000054-8,DOC|0138779,2025-08-20,,достаточный,1,80110,0,low,0.0004026250894795,high,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""Флагман"" г. Перми","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""Флагман"" г. Перми","нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10880-000013-7,DOC|014682,2025-08-28,,недостаточный,4,50602,0,low,0.000149272232205,high,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №3""","муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 6""","редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70111-000013-4,DOC|0175052,2025-09-06,,достаточный,7,90706,0,low,0.0005466598883111,high,Муниципальное общеобразовательное учреждение Средняя общеобразовательная школа д. Кривское имени В.В. Мигунова,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа №1 г. Боровск""","редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-30851-000014-1,DOC|0204543,2025-07-28,,недостаточный,5,60504,0,low,0.0010015075299035,high,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 70,"муниципальное бюджетное общеобразовательное учреждение лицей ""РИТМ""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-10678-000013-9,DOC|0217760,2025-08-21,,недостаточный,2,80205,0,low,0.0022676372855978,high,"Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""","Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""","нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-10678-000024-3,DOC|0217760,2025-12-04,105.0,достаточный,2,120209,0,low,0.00257422451456,high,"Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""","Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""",комбинация слабых отклонений по нескольким признакам
26-11-60108-000003-2,DOC|0222199,2026-01-13,,достаточный,2,10210,0,low,0.0005423252105077,high,"муниципальное общеобразовательное учреждение ""Лицей № 7 Дзержинского района Волгограда""","муниципальное общеобразовательное учреждение ""Лицей № 8 ""Олимпия"" Дзержинского района Волгограда""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60063-000019-4,DOC|0234809,2025-08-27,,достаточный,1,110,0,low,1.744930285296764e-05,high,муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 3 муниципального образования город-курорт Анапа имени кавалера ордена Мужества Анастаса Шембелиди,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 муниципального образования город-курорт Анапа,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20658-000006-0,DOC|0253196,2025-06-04,,недостаточный,1,50104,0,low,0.0007743398524651,high,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 9"" города Обнинска",Муниципальное бюджетное общеобразовательное учреждение Лицей ДЕРЖАВА города Обнинска,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20658-000049-2,DOC|0253196,2025-10-28,70.0,достаточный,1,100117,1,medium,0.0001517919534398,high,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 9"" города Обнинска",Муниципальное бюджетное общеобразовательное учреждение Лицей ДЕРЖАВА города Обнинска,повторное тестирование раньше 90 дней; направившая и тестирующая организации различаются
25-11-40661-000047-0,DOC|0261474,2025-10-02,,недостаточный,6,90606,1,medium,0.0011961118611732,high,"Муниципальное бюджетное общеобразовательное учреждение города Владимира ""Средняя общеобразовательная школа № 20""","Муниципальное автономное общеобразовательное учреждение г.Владимира ""Гимназия № 39""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-40661-000046-2,DOC|0261475,2025-10-02,,недостаточный,6,90606,1,medium,0.0011961118611732,high,"Муниципальное бюджетное общеобразовательное учреждение города Владимира ""Средняя общеобразовательная школа № 20""","Муниципальное автономное общеобразовательное учреждение г.Владимира ""Гимназия № 39""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-10678-000010-5,DOC|0267904,2025-07-17,,достаточный,1,60108,0,low,0.0034972126254577,high,"Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""","Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""","нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60063-000004-9,DOC|0268330,2025-10-16,,достаточный,9,907,0,low,0.0010685133362282,high,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 4 муниципального образования город-курорт Анапа имени Героя Российской Федерации Вячеслава Михайловича Евскина,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 муниципального образования город-курорт Анапа,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20676-000122-9,DOC|0271130,2025-10-24,,недостаточный,1,727.040101,3,high,0.0011222344180667,high,"Муниципальное бюджетное общеобразовательное учреждение ""Петровская средняя общеобразовательная школа № 2 Омского муниципального района Омской области""",бюджетное общеобразовательное учреждение города Омска Гимназия № 140,"много флагов качества данных (quality_score >= 3); редкий/нестандартный вариант теста; направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10876-000009-0,DOC|0272418,2025-09-11,,недостаточный,8,90806,0,low,0.000593530873023,high,Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа № 8,Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа № 8,"нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-10876-000008-1,DOC|0272418,2026-01-14,125.0,недостаточный,8,10810,0,low,0.0002524298696391,high,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 8»,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 8»,комбинация слабых отклонений по нескольким признакам
25-11-30608-000050-4,DOC|0277006,2025-08-20,,достаточный,1,80110,0,low,0.0004026250894795,high,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""Флагман"" г. Перми","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""Флагман"" г. Перми","нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10839-000026-9,DOC|0281296,2025-08-21,,недостаточный,5,80505,0,low,0.0004794890508353,high,Муниципальное автономное общеобразовательное учреждение - средняя общеобразовательная школа №151 с углубленным изучением отдельных предметов,Муниципальное автономное общеобразовательное учреждение – средняя общеобразовательная школа № 137,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50285-000114-9,DOC|0286341,2025-12-23,34.0,достаточный,9,727.120909,3,high,0.002025815084773,high,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 25 с углубленным изучением отдельных предметов»,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 21""",повторное тестирование раньше 90 дней; много флагов качества данных (quality_score >= 3); направившая и тестирующая организации различаются
26-11-10663-000011-3,DOC|0286716,2026-02-19,115.0,достаточный,9,20911,0,low,0.0014713198944551,high,Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №22 города Ставрополя,муниципальное бюджетное общеобразовательное учреждение гимназия 3 города Ставрополя имени Героя Советского Союза Леонида Севрюкова,направившая и тестирующая организации различаются
25-11-70284-000686-6,DOC|0289209,2026-01-28,,достаточный,1,10129,0,low,0.0001902668883287,high,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1101»,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2083»,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-40908-000001-1,DOC|0300317,2025-05-22,,достаточный,1,50104,0,low,0.0010814127296653,high,Муниципальное бюджетное общеобразовательное учреждение «Школа № 63 с углубленным изучением отдельных предметов»,Муниципальное бюджетное общеобразовательное учреждение Школа № 5,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70562-000385-8,DOC|03007245,2025-11-19,,недостаточный,9,110908,2,medium,0.0006228420044427,high,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа п. Переславское,муниципальное автономное общеобразовательное учреждение города Калининграда лицей 35 им. Буткова В.В.,"несколько флагов качества данных (quality_score >= 2); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-60064-000005-4,DOC|0308616,2026-02-18,,достаточный,4,20411,0,low,0.003069778168924,high,муниципальное бюджетное общеобразовательное учреждение - средняя общеобразовательная школа № 5,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 9,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-60064-000004-0,DOC|0308619,2026-02-18,,недостаточный,8,20811,0,low,0.002383134927329,high,муниципальное бюджетное общеобразовательное учреждение - средняя общеобразовательная школа № 5,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 9,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70046-000028-8,DOC|0312868404964989,2025-07-30,,недостаточный,1,60108,1,medium,0.0019747191342459,high,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №42 имени Героя России Д.Р.Гилемханова» Приволжского района г. Казани,Муниципальное бюджетное общеобразовательное учреждение «Многопрофильный лицей №133» Приволжского района г. Казани»,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70046-000098-3,DOC|0312868404964989,2025-12-24,147.0,достаточный,1,120125,1,medium,0.0009795417180755,high,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №42 имени Героя России Д.Р.Гилемханова» Приволжского района г. Казани,Муниципальное бюджетное общеобразовательное учреждение «Многопрофильный лицей №133» Приволжского района г. Казани»,направившая и тестирующая организации различаются
25-11-20741-000013-8,DOC|03134346,2025-11-28,91.0,достаточный,1,110121,0,low,0.0002521847672045,high,муниципальное бюджетное общеобразовательное учреждение городского округа Тольятти «Школа № 20 имени Героя Советского Союза Д.М. Карбышева»,муниципальное бюджетное общеобразовательное учреждение городского округа Тольятти «Школа № 20 имени Героя Советского Союза Д.М. Карбышева»,комбинация слабых отклонений по нескольким признакам
25-11-70562-000113-6,DOC|0317009,2025-09-17,,недостаточный,8,90806,1,medium,0.0009242348104325,high,"Муниципальное бюджетное общеобразовательное учреждение ""Южная средняя общеобразовательная школа""",муниципальное автономное общеобразовательное учреждение города Калининграда лицей 35 им. Буткова В.В.,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70144-000006-5,DOC|03197293,2025-11-19,97.0,недостаточный,2,110208,0,low,0.0007502123552391,high,муниципальное бюджетное общеобразовательное учреждение средняя школа №9 имени И.Ф.Учаева г. Волгодонска,муниципальное бюджетное общеобразовательное учреждение средняя школа №12 г.Волгодонска,редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются
26-11-70144-000002-0,DOC|03197293,2026-02-18,91.0,недостаточный,2,20211,0,low,0.0017518178675411,high,муниципальное бюджетное общеобразовательное учреждение средняя школа №9 имени И.Ф.Учаева г. Волгодонска,муниципальное бюджетное общеобразовательное учреждение средняя школа №12 г.Волгодонска,редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются
26-11-40842-000030-7,DOC|0321126,2026-02-21,63.0,достаточный,4,"УЧ 020411,ПЧ 020411",3,high,0.0022374743978169,high,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа с углубленным изучением отдельных предметов № 74,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 71,повторное тестирование раньше 90 дней; много флагов качества данных (quality_score >= 3); редкий/нестандартный вариант теста; направившая и тестирующая организации различаются
25-11-70562-000282-2,DOC|0331150,2025-09-17,84.0,достаточный,7,90706,1,medium,0.0002082173704738,high,Муниципальное автономное общеобразовательное учреждение города Калининграда средняя общеобразовательная школа № 3,муниципальное автономное общеобразовательное учреждение города Калининграда лицей 35 им. Буткова В.В.,повторное тестирование раньше 90 дней; направившая и тестирующая организации различаются
25-11-10669-000043-9,DOC|03328966,2025-11-23,,достаточный,7,110708,0,low,9.95574578289693e-05,high,"муниципальное бюджетное общеобразовательное учреждению г. Астрахани ""Средняя общеобразовательная школа № 8""",Государственное бюджетное общеобразовательное учреждение Астраханской области Школа-интернат одаренных детей им. А.П. Гужвина,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70122-000034-4,DOC|0334449,2025-12-09,,недостаточный,7,110708,0,low,0.0006063318606652,high,"муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа №""Вектор""""",МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 17,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
